user_id,transaction_count,total_transaction_value,average_transaction_value,unique_merchants,failed_transaction_count,pending_transaction_count,high_value_transaction_count,amount_anomaly_count,chargeback_count,disputed_amount,high_severity_chargeback_count,unauthorized_transaction_count,account_takeover_count,identity_mismatch_count,disconnected_relationship_count,kyc_record_count,kyc_status_values,kyc_status_count,risk_segment_values,risk_segment_count,rejected_kyc_records,high_risk_kyc_records,pending_kyc_records,median_monthly_income,city_values,occupation_values,invalid_pan_records,invalid_aadhaar_records,latest_kyc_status,latest_risk_segment,latest_signup_timestamp,profile_inconsistency_flag,high_transaction_frequency_flag,high_chargeback_activity_flag,risk_signal_count,risk_explanations,investigation_priority
USR81003,1.0,13312.0,13312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR70687,1.0,17833.99,17833.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,14.4,MUMBAI,SELF_EMPLOYED,0.0,0.0,VERIFIED,MEDIUM,2025-12-19 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR37834,1.0,19118.63,19118.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR78386,1.0,2680.85,2680.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR21114,1.0,20100.92,20100.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR96222,1.0,16257.95,16257.95,1.0,0.0,1.0,0.0,0.0,1.0,2299.14,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,True,4,unusually high transaction frequency; high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
USR13976,1.0,1575.7,1575.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR55935,1.0,18230.29,18230.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR13890,2.0,18460.0,18460.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR15778,1.0,5546.0,5546.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR15834,1.0,8892.43,8892.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR33189,1.0,1816.08,1816.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR48168,1.0,3530.72,3530.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PENDING | VERIFIED,2.0,LOW | MEDIUM,2.0,0.0,0.0,1.0,30690.0,AMRITSAR,GIG_WORKER | RETIRED,0.0,0.0,PENDING,MEDIUM,2025-06-13 01:07:16,True,True,False,1,unusually high transaction frequency,WATCH
USR99474,2.0,16569.65,8284.825,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR86253,2.0,37564.82,18782.41,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,51941.0,BENGALURU,FARMER,0.0,0.0,VERIFIED,LOW,2026-01-13 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR85411,1.0,15076.69,15076.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR92327,1.0,20437.02,20437.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,,HYD,GIG_WORKER,0.0,0.0,VERIFIED,MEDIUM,2025-06-24 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR54536,1.0,3384.6,3384.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR93890,1.0,20091.0,20091.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR40732,1.0,9002.0,9002.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,UNKNOWN,1.0,0.0,0.0,0.0,84371.0,AMRITSAR,GIG_WORKER,0.0,1.0,VERIFIED,UNKNOWN,,False,True,False,1,unusually high transaction frequency,WATCH
USR29622,1.0,20882.75,20882.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,28465.0,CALCUTTA,FREELANCER,0.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR31880,1.0,24701.82,24701.82,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR95466,1.0,19908.13,19908.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR75900,1.0,8314.42,8314.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REJECTED,1.0,UNKNOWN,1.0,1.0,0.0,0.0,25435.0,DELHI,SELF_EMPLOYED,0.0,1.0,REJECTED,UNKNOWN,2025-05-12 22:38:40,False,True,False,2,unusually high transaction frequency; rejected KYC record,WATCH
USR76790,1.0,13085.0,13085.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,LUDHIANA,FARMER,0.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR68024,3.0,38815.829999999994,12938.609999999999,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR74396,1.0,12329.64,12329.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,MUMBAI,STUDENT,1.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR91777,1.0,19600.29,19600.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,19063.0,AMRITSAR,GIG_WORKER,0.0,0.0,VERIFIED,LOW,2025-12-25 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR87162,2.0,22534.86,11267.43,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR81720,1.0,15641.17,15641.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR76098,1.0,5205.0,5205.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR41686,1.0,7504.98,7504.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PENDING | VERIFIED,2.0,LOW | UNKNOWN,2.0,0.0,0.0,1.0,29736.0,BLR,FREELANCER | STUDENT,0.0,0.0,PENDING,LOW,2025-04-17 04:24:00,True,True,False,1,unusually high transaction frequency,WATCH
USR95674,1.0,5379.22,5379.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,MEDIUM,1.0,0.0,0.0,1.0,16805.0,BANGALORE,SALARIED,0.0,1.0,PENDING,MEDIUM,,False,True,False,1,unusually high transaction frequency,WATCH
USR62352,1.0,9710.26,9710.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,LOW,1.0,0.0,0.0,1.0,23123.0,JAIPUR,SALARIED,0.0,0.0,PENDING,LOW,2024-07-31 17:07:47,False,True,False,1,unusually high transaction frequency,WATCH
USR24396,1.0,7444.86,7444.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,HIGH,1.0,0.0,1.0,0.0,43037.0,JALANDHAR,FARMER,0.0,1.0,VERIFIED,HIGH,2025-09-18 00:00:00,False,True,False,2,unusually high transaction frequency; high-risk KYC segment,WATCH
USR30273,1.0,6182.0,6182.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR84134,1.0,1129.96,1129.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR91737,2.0,10703.19,5351.595,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR62385,1.0,7551.46,7551.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR87291,1.0,17312.05,17312.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR98963,1.0,2024.58,2024.58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,JAIPUR,BUSINESS_OWNER,0.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR20191,1.0,7452.0,7452.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR64256,1.0,1728.09,1728.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR62625,1.0,1198.21,1198.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,REJECTED | VERIFIED,2.0,LOW,1.0,1.0,0.0,0.0,28952.0,JALANDHAR | JPR,BUSINESS_OWNER | SALARIED,0.0,1.0,VERIFIED,LOW,2025-06-05 00:00:00,True,True,False,2,unusually high transaction frequency; rejected KYC record,WATCH
USR20475,1.0,13950.77,13950.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR32767,1.0,18247.02,18247.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,HIGH | LOW,2.0,0.0,1.0,0.0,17051.0,LKO | NEW_DELHI,GIG_WORKER | STUDENT,0.0,0.0,VERIFIED,LOW,,True,True,False,2,unusually high transaction frequency; high-risk KYC segment,WATCH
USR18021,1.0,8404.49,8404.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,JALANDHAR,SELF_EMPLOYED,0.0,0.0,VERIFIED,LOW,2026-03-21 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR38437,2.0,17249.329999999998,8624.664999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,JALANDAR,FREELANCER,1.0,0.0,VERIFIED,LOW,2025-01-27 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR67814,1.0,1728.83,1728.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR42819,1.0,6655.55,6655.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR16089,1.0,14920.61,14920.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,19258.0,LUDHIANA,STUDENT,0.0,0.0,VERIFIED,LOW,2025-01-11 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR90912,1.0,6800.75,6800.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,106657.0,KOLKATA,GIG_WORKER,0.0,0.0,VERIFIED,LOW,2025-10-19 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR90160,1.0,8104.15,8104.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR81688,1.0,10183.23,10183.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,10570.0,CALCUTTA,FREELANCER,0.0,1.0,VERIFIED,LOW,2025-04-22 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR65014,1.0,12070.2,12070.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,20483.0,JALANDHAR,BUSINESS_OWNER,0.0,1.0,VERIFIED,MEDIUM,,False,True,False,1,unusually high transaction frequency,WATCH
USR11339,1.0,22522.69,22522.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,LOW,1.0,0.0,0.0,1.0,29249.0,KOLKATA,FARMER,0.0,0.0,PENDING,LOW,2024-12-27 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR86671,1.0,22925.42,22925.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR35502,1.0,24165.1,24165.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR13844,1.0,915.95,915.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR20374,1.0,2195.0,2195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,38019.0,KOLKATA,FREELANCER,0.0,0.0,VERIFIED,MEDIUM,2025-10-09 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR50541,2.0,27821.4,13910.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR15164,1.0,24223.92,24223.92,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,PUNE,RETIRED,1.0,0.0,VERIFIED,LOW,2024-07-22 13:27:13,False,True,False,1,unusually high transaction frequency,WATCH
USR80912,1.0,14757.01,14757.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR70302,1.0,20627.72,20627.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR16400,1.0,23760.78,23760.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,19454.0,HYD,RETIRED,0.0,1.0,VERIFIED,MEDIUM,,False,True,False,1,unusually high transaction frequency,WATCH
USR28439,1.0,21372.31,21372.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR90525,2.0,14659.43,7329.715,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR50590,1.0,10839.22,10839.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,23566.5,AMRITSAR | HYDERABAD,SELF_EMPLOYED | UNEMPLOYED,0.0,1.0,VERIFIED,LOW,2026-01-22 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR15259,2.0,33708.63,16854.315,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,REJECTED | VERIFIED,2.0,LOW | MEDIUM,2.0,1.0,0.0,0.0,34856.5,AMRITSAR | ASR,GIG_WORKER,0.0,1.0,VERIFIED,MEDIUM,2026-01-21 00:00:00,True,True,False,2,unusually high transaction frequency; rejected KYC record,WATCH
USR69720,2.0,9970.89,4985.445,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR19395,1.0,24563.21,24563.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,21857.0,JPR,GIG_WORKER,0.0,0.0,VERIFIED,LOW,2024-08-30 23:59:43,False,True,False,1,unusually high transaction frequency,WATCH
USR48293,1.0,13853.0,13853.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR74105,1.0,11455.31,11455.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR17936,1.0,15994.0,15994.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR66862,1.0,16368.07,16368.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR84713,1.0,20724.96,20724.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR92059,2.0,13682.279999999999,6841.139999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR62469,1.0,8772.17,8772.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR18484,1.0,14231.14,14231.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR18812,2.0,35552.82,17776.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR57308,1.0,10845.23,10845.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,46902.0,JAIPUR,FARMER,0.0,0.0,VERIFIED,LOW,2025-05-12 04:21:23,False,True,False,1,unusually high transaction frequency,WATCH
USR45841,1.0,3508.28,3508.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR14781,1.0,11951.91,11951.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,25594.0,PUNE,GIG_WORKER,1.0,0.0,VERIFIED,LOW,2025-04-15 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR52838,1.0,12874.04,12874.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,20140.0,CALCUTTA,STUDENT,0.0,0.0,VERIFIED,LOW,2025-01-08 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
